review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
Love love love it.. its very smooth in texture and leaves natural light shade on lips thats why I would prefer it for my daily office look..,5.0,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,love love love it its very smooth in texture and leaves natural light shade on lips thats why i would prefer it for my daily office look,"['love', 'love', 'love', 'it', 'its', 'very', 'smooth', 'in', 'texture', 'and', 'leaves', 'natural', 'light', 'shade', 'on', 'lips', 'thats', 'why', 'i', 'would', 'prefer', 'it', 'for', 'my', 'daily', 'office', 'look']","['love', 'love', 'love', 'smooth', 'texture', 'leaves', 'natural', 'light', 'shade', 'lips', 'thats', 'would', 'prefer', 'daily', 'office', 'look']","['love', 'love', 'love', 'smooth', 'texture', 'leaf', 'natural', 'light', 'shade', 'lip', 'thats', 'would', 'prefer', 'daily', 'office', 'look']",love love love smooth texture leaf natural light shade lip thats would prefer daily office look
natural glass skin finish. absolutely loved it,5.0,Kay Beauty,Kay Beauty Hydrating Foundation,natural glass skin finish absolutely loved it,"['natural', 'glass', 'skin', 'finish', 'absolutely', 'loved', 'it']","['natural', 'glass', 'skin', 'finish', 'absolutely', 'loved']","['natural', 'glass', 'skin', 'finish', 'absolutely', 'loved']",natural glass skin finish absolutely loved
Moisturize,5.0,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Grape,moisturize,['moisturize'],['moisturize'],['moisturize'],moisturize
After so long finally I found my perfect eye liner. It's so good. Smudge proof. Brush is very tall. U can easily draw a wing liner.??,5.0,Kay Beauty,Kay Beauty Quick Dry Liquid Eyeliner,after so long finally i found my perfect eye liner it s so good smudge proof brush is very tall u can easily draw a wing liner,"['after', 'so', 'long', 'finally', 'i', 'found', 'my', 'perfect', 'eye', 'liner', 'it', 's', 'so', 'good', 'smudge', 'proof', 'brush', 'is', 'very', 'tall', 'u', 'can', 'easily', 'draw', 'a', 'wing', 'liner']","['long', 'finally', 'found', 'perfect', 'eye', 'liner', 'good', 'smudge', 'proof', 'brush', 'tall', 'u', 'easily', 'draw', 'wing', 'liner']","['long', 'finally', 'found', 'perfect', 'eye', 'liner', 'good', 'smudge', 'proof', 'brush', 'tall', 'u', 'easily', 'draw', 'wing', 'liner']",long finally found perfect eye liner good smudge proof brush tall u easily draw wing liner
This is the best shampoo I've used till now..must buy,5.0,Herbal Essences,Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,this is the best shampoo i ve used till now must buy,"['this', 'is', 'the', 'best', 'shampoo', 'i', 've', 'used', 'till', 'now', 'must', 'buy']","['best', 'shampoo', 'used', 'till', 'must', 'buy']","['best', 'shampoo', 'used', 'till', 'must', 'buy']",best shampoo used till must buy
It covers the white hairs nicely ❤️❤️,5.0,L'Oreal Paris,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,it covers the white hairs nicely,"['it', 'covers', 'the', 'white', 'hairs', 'nicely']","['covers', 'white', 'hairs', 'nicely']","['cover', 'white', 'hair', 'nicely']",cover white hair nicely
though contouring is a bit light but a great highlighter.....,5.0,Maybelline New York,Maybelline New York V-Face Duo Stick,though contouring is a bit light but a great highlighter,"['though', 'contouring', 'is', 'a', 'bit', 'light', 'but', 'a', 'great', 'highlighter']","['though', 'contouring', 'bit', 'light', 'great', 'highlighter']","['though', 'contouring', 'bit', 'light', 'great', 'highlighter']",though contouring bit light great highlighter
"It does cover up and does look natural, Just make sure you choose your hair color oly to give that natural colour , just don't go for default Black , know your hair colour first and then choose shade here. It's a definitely recommend product for emergency coverup or even for functions etc ..",5.0,L'Oreal Paris,L'Oreal Paris Magic Retouch Instant Root Concealer Spray,it does cover up and does look natural just make sure you choose your hair color oly to give that natural colour just don t go for default black know your hair colour first and then choose shade here it s a definitely recommend product for emergency coverup or even for functions etc,"['it', 'does', 'cover', 'up', 'and', 'does', 'look', 'natural', 'just', 'make', 'sure', 'you', 'choose', 'your', 'hair', 'color', 'oly', 'to', 'give', 'that', 'natural', 'colour', 'just', 'don', 't', 'go', 'for', 'default', 'black', 'know', 'your', 'hair', 'colour', 'first', 'and', 'then', 'choose', 'shade', 'here', 'it', 's', 'a', 'definitely', 'recommend', 'product', 'for', 'emergency', 'coverup', 'or', 'even', 'for', 'functions', 'etc']","['cover', 'look', 'natural', 'make', 'sure', 'choose', 'hair', 'color', 'oly', 'give', 'natural', 'colour', 'go', 'default', 'black', 'know', 'hair', 'colour', 'first', 'choose', 'shade', 'definitely', 'recommend', 'product', 'emergency', 'coverup', 'even', 'functions', 'etc']","['cover', 'look', 'natural', 'make', 'sure', 'choose', 'hair', 'color', 'oly', 'give', 'natural', 'colour', 'go', 'default', 'black', 'know', 'hair', 'colour', 'first', 'choose', 'shade', 'definitely', 'recommend', 'product', 'emergency', 'coverup', 'even', 'function', 'etc']",cover look natural make sure choose hair color oly give natural colour go default black know hair colour first choose shade definitely recommend product emergency coverup even function etc
"Smooth textured,doesn't dry skin,perfectly sets make up and this shade is so perfect for my complexion",5.0,Kay Beauty,Kay Beauty Matte HD Setting Loose Powder,smooth textured doesn t dry skin perfectly sets make up and this shade is so perfect for my complexion,"['smooth', 'textured', 'doesn', 't', 'dry', 'skin', 'perfectly', 'sets', 'make', 'up', 'and', 'this', 'shade', 'is', 'so', 'perfect', 'for', 'my', 'complexion']","['smooth', 'textured', 'dry', 'skin', 'perfectly', 'sets', 'make', 'shade', 'perfect', 'complexion']","['smooth', 'textured', 'dry', 'skin', 'perfectly', 'set', 'make', 'shade', 'perfect', 'complexion']",smooth textured dry skin perfectly set make shade perfect complexion
Its a pretty good buy. Ample space for all your go to makeups for everyday use.,5.0,Nykaa Cosmetics,Nykaa Metal Addict Makeup Bag - Blushing Gold,its a pretty good buy ample space for all your go to makeups for everyday use,"['its', 'a', 'pretty', 'good', 'buy', 'ample', 'space', 'for', 'all', 'your', 'go', 'to', 'makeups', 'for', 'everyday', 'use']","['pretty', 'good', 'buy', 'ample', 'space', 'go', 'makeups', 'everyday', 'use']","['pretty', 'good', 'buy', 'ample', 'space', 'go', 'makeup', 'everyday', 'use']",pretty good buy ample space go makeup everyday use
"PRO: Easy to use Great finish It's really black BLACK CONS: Doesn't stay for long ***but that can be for me only. so in this price, it's a must try product.",4.0,Lakme,Lakme Kajal - Black,pro easy to use great finish it s really black black cons doesn t stay for long but that can be for me only so in this price it s a must try product,"['pro', 'easy', 'to', 'use', 'great', 'finish', 'it', 's', 'really', 'black', 'black', 'cons', 'doesn', 't', 'stay', 'for', 'long', 'but', 'that', 'can', 'be', 'for', 'me', 'only', 'so', 'in', 'this', 'price', 'it', 's', 'a', 'must', 'try', 'product']","['pro', 'easy', 'use', 'great', 'finish', 'really', 'black', 'black', 'cons', 'stay', 'long', 'price', 'must', 'try', 'product']","['pro', 'easy', 'use', 'great', 'finish', 'really', 'black', 'black', 'con', 'stay', 'long', 'price', 'must', 'try', 'product']",pro easy use great finish really black black con stay long price must try product
Not satisfied with it because it's faded after some time,3.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,not satisfied with it because it s faded after some time,"['not', 'satisfied', 'with', 'it', 'because', 'it', 's', 'faded', 'after', 'some', 'time']","['satisfied', 'faded', 'time']","['satisfied', 'faded', 'time']",satisfied faded time
It gives nice intense colour. Very well suited for Indian skin tone. Suitable for both festive n casual wear.,4.0,Maybelline New York,Maybelline New York Color Sensational Matte Metallic Lipstick,it gives nice intense colour very well suited for indian skin tone suitable for both festive n casual wear,"['it', 'gives', 'nice', 'intense', 'colour', 'very', 'well', 'suited', 'for', 'indian', 'skin', 'tone', 'suitable', 'for', 'both', 'festive', 'n', 'casual', 'wear']","['gives', 'nice', 'intense', 'colour', 'well', 'suited', 'indian', 'skin', 'tone', 'suitable', 'festive', 'n', 'casual', 'wear']","['give', 'nice', 'intense', 'colour', 'well', 'suited', 'indian', 'skin', 'tone', 'suitable', 'festive', 'n', 'casual', 'wear']",give nice intense colour well suited indian skin tone suitable festive n casual wear
Great.....i love it....also my fav colour and smells like grape lollipop....but nice fragrance and it also moisturizes ur lips thanks nykaa for making this adorable lipcare nd balm....serial kisser...??,5.0,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Raspberry,great i love it also my fav colour and smells like grape lollipop but nice fragrance and it also moisturizes ur lips thanks nykaa for making this adorable lipcare nd balm serial kisser,"['great', 'i', 'love', 'it', 'also', 'my', 'fav', 'colour', 'and', 'smells', 'like', 'grape', 'lollipop', 'but', 'nice', 'fragrance', 'and', 'it', 'also', 'moisturizes', 'ur', 'lips', 'thanks', 'nykaa', 'for', 'making', 'this', 'adorable', 'lipcare', 'nd', 'balm', 'serial', 'kisser']","['great', 'love', 'also', 'fav', 'colour', 'smells', 'like', 'grape', 'lollipop', 'nice', 'fragrance', 'also', 'moisturizes', 'ur', 'lips', 'thanks', 'nykaa', 'making', 'adorable', 'lipcare', 'nd', 'balm', 'serial', 'kisser']","['great', 'love', 'also', 'fav', 'colour', 'smell', 'like', 'grape', 'lollipop', 'nice', 'fragrance', 'also', 'moisturizes', 'ur', 'lip', 'thanks', 'nykaa', 'making', 'adorable', 'lipcare', 'nd', 'balm', 'serial', 'kisser']",great love also fav colour smell like grape lollipop nice fragrance also moisturizes ur lip thanks nykaa making adorable lipcare nd balm serial kisser
I love kay beauty nail paint Damn good finish??,5.0,Kay Beauty,Kay Beauty Nail Nourish Nail Enamel Polish,i love kay beauty nail paint damn good finish,"['i', 'love', 'kay', 'beauty', 'nail', 'paint', 'damn', 'good', 'finish']","['love', 'kay', 'beauty', 'nail', 'paint', 'damn', 'good', 'finish']","['love', 'kay', 'beauty', 'nail', 'paint', 'damn', 'good', 'finish']",love kay beauty nail paint damn good finish
"This is that colour which will brighten up any skintone face. I am a NC 40-42 and this suits me so perfectly. My friend tried who is NC30 and it was gorgeous on her. If you are looking for a fun red, then go for it.",5.0,Nykaa Cosmetics,Masaba By Nykaa Lipstick,this is that colour which will brighten up any skintone face i am a nc and this suits me so perfectly my friend tried who is nc and it was gorgeous on her if you are looking for a fun red then go for it,"['this', 'is', 'that', 'colour', 'which', 'will', 'brighten', 'up', 'any', 'skintone', 'face', 'i', 'am', 'a', 'nc', 'and', 'this', 'suits', 'me', 'so', 'perfectly', 'my', 'friend', 'tried', 'who', 'is', 'nc', 'and', 'it', 'was', 'gorgeous', 'on', 'her', 'if', 'you', 'are', 'looking', 'for', 'a', 'fun', 'red', 'then', 'go', 'for', 'it']","['colour', 'brighten', 'skintone', 'face', 'nc', 'suits', 'perfectly', 'friend', 'tried', 'nc', 'gorgeous', 'looking', 'fun', 'red', 'go']","['colour', 'brighten', 'skintone', 'face', 'nc', 'suit', 'perfectly', 'friend', 'tried', 'nc', 'gorgeous', 'looking', 'fun', 'red', 'go']",colour brighten skintone face nc suit perfectly friend tried nc gorgeous looking fun red go
"Not much happy with this product, it doesn't give a much vibrant finish. Though usage with any foundation can bring a glow to your make up.",3.0,Maybelline New York,Maybelline New York Facestudio Master Strobing Cream,not much happy with this product it doesn t give a much vibrant finish though usage with any foundation can bring a glow to your make up,"['not', 'much', 'happy', 'with', 'this', 'product', 'it', 'doesn', 't', 'give', 'a', 'much', 'vibrant', 'finish', 'though', 'usage', 'with', 'any', 'foundation', 'can', 'bring', 'a', 'glow', 'to', 'your', 'make', 'up']","['much', 'happy', 'product', 'give', 'much', 'vibrant', 'finish', 'though', 'usage', 'foundation', 'bring', 'glow', 'make']","['much', 'happy', 'product', 'give', 'much', 'vibrant', 'finish', 'though', 'usage', 'foundation', 'bring', 'glow', 'make']",much happy product give much vibrant finish though usage foundation bring glow make
"Omg omg this is the one foundation i hv been looking for.amazing formula ,blendable, non cholky,luxurious finish and so on .100p light ,this is for fair skin with pink tone.thats me and m glad to hv this 😁🥰😋thanks nyka",5.0,Kay Beauty,Kay Beauty Hydrating Foundation,omg omg this is the one foundation i hv been looking for amazing formula blendable non cholky luxurious finish and so on p light this is for fair skin with pink tone thats me and m glad to hv this thanks nyka,"['omg', 'omg', 'this', 'is', 'the', 'one', 'foundation', 'i', 'hv', 'been', 'looking', 'for', 'amazing', 'formula', 'blendable', 'non', 'cholky', 'luxurious', 'finish', 'and', 'so', 'on', 'p', 'light', 'this', 'is', 'for', 'fair', 'skin', 'with', 'pink', 'tone', 'thats', 'me', 'and', 'm', 'glad', 'to', 'hv', 'this', 'thanks', 'nyka']","['omg', 'omg', 'one', 'foundation', 'hv', 'looking', 'amazing', 'formula', 'blendable', 'non', 'cholky', 'luxurious', 'finish', 'p', 'light', 'fair', 'skin', 'pink', 'tone', 'thats', 'glad', 'hv', 'thanks', 'nyka']","['omg', 'omg', 'one', 'foundation', 'hv', 'looking', 'amazing', 'formula', 'blendable', 'non', 'cholky', 'luxurious', 'finish', 'p', 'light', 'fair', 'skin', 'pink', 'tone', 'thats', 'glad', 'hv', 'thanks', 'nyka']",omg omg one foundation hv looking amazing formula blendable non cholky luxurious finish p light fair skin pink tone thats glad hv thanks nyka
Glitter is used roughly on the clutch. Very bad finishing.,3.0,Nykaa Cosmetics,Nykaa Party Edit Clutch,glitter is used roughly on the clutch very bad finishing,"['glitter', 'is', 'used', 'roughly', 'on', 'the', 'clutch', 'very', 'bad', 'finishing']","['glitter', 'used', 'roughly', 'clutch', 'bad', 'finishing']","['glitter', 'used', 'roughly', 'clutch', 'bad', 'finishing']",glitter used roughly clutch bad finishing
"I bought this product and it stinks really bad. I yet tried it because I thought it actually smells that bad. But to be honest, my makeup was in place, absolutely perfect. I have oily skin. My skin gets oily so I used blotting paper. My makeup still lasted all day. And thank God the smell doesn't stay on your face. Could smell it only while spraying.",3.0,L'Oreal Paris,L'Oreal Paris Infallible Pro-Spray & Set Makeup Extender,i bought this product and it stinks really bad i yet tried it because i thought it actually smells that bad but to be honest my makeup was in place absolutely perfect i have oily skin my skin gets oily so i used blotting paper my makeup still lasted all day and thank god the smell doesn t stay on your face could smell it only while spraying,"['i', 'bought', 'this', 'product', 'and', 'it', 'stinks', 'really', 'bad', 'i', 'yet', 'tried', 'it', 'because', 'i', 'thought', 'it', 'actually', 'smells', 'that', 'bad', 'but', 'to', 'be', 'honest', 'my', 'makeup', 'was', 'in', 'place', 'absolutely', 'perfect', 'i', 'have', 'oily', 'skin', 'my', 'skin', 'gets', 'oily', 'so', 'i', 'used', 'blotting', 'paper', 'my', 'makeup', 'still', 'lasted', 'all', 'day', 'and', 'thank', 'god', 'the', 'smell', 'doesn', 't', 'stay', 'on', 'your', 'face', 'could', 'smell', 'it', 'only', 'while', 'spraying']","['bought', 'product', 'stinks', 'really', 'bad', 'yet', 'tried', 'thought', 'actually', 'smells', 'bad', 'honest', 'makeup', 'place', 'absolutely', 'perfect', 'oily', 'skin', 'skin', 'gets', 'oily', 'used', 'blotting', 'paper', 'makeup', 'still', 'lasted', 'day', 'thank', 'god', 'smell', 'stay', 'face', 'could', 'smell', 'spraying']","['bought', 'product', 'stink', 'really', 'bad', 'yet', 'tried', 'thought', 'actually', 'smell', 'bad', 'honest', 'makeup', 'place', 'absolutely', 'perfect', 'oily', 'skin', 'skin', 'get', 'oily', 'used', 'blotting', 'paper', 'makeup', 'still', 'lasted', 'day', 'thank', 'god', 'smell', 'stay', 'face', 'could', 'smell', 'spraying']",bought product stink really bad yet tried thought actually smell bad honest makeup place absolutely perfect oily skin skin get oily used blotting paper makeup still lasted day thank god smell stay face could smell spraying
Love it,5.0,Lakme,Lakme Kajal - Black,love it,"['love', 'it']",['love'],['love'],love
"Very big size, quality is not good",1.0,Nykaa Naturals,Nykaa Face and Eye Shield Mask,very big size quality is not good,"['very', 'big', 'size', 'quality', 'is', 'not', 'good']","['big', 'size', 'quality', 'good']","['big', 'size', 'quality', 'good']",big size quality good
The shampoo and conditioner both are so amazing. I am so happy herbal essence is in india now. Totally recommend this.,5.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,the shampoo and conditioner both are so amazing i am so happy herbal essence is in india now totally recommend this,"['the', 'shampoo', 'and', 'conditioner', 'both', 'are', 'so', 'amazing', 'i', 'am', 'so', 'happy', 'herbal', 'essence', 'is', 'in', 'india', 'now', 'totally', 'recommend', 'this']","['shampoo', 'conditioner', 'amazing', 'happy', 'herbal', 'essence', 'india', 'totally', 'recommend']","['shampoo', 'conditioner', 'amazing', 'happy', 'herbal', 'essence', 'india', 'totally', 'recommend']",shampoo conditioner amazing happy herbal essence india totally recommend
You can use this for the party and any other function too. It gives you a shimmery and glowy look.,4.0,Lakme,Lakme Face Sheer Blusher,you can use this for the party and any other function too it gives you a shimmery and glowy look,"['you', 'can', 'use', 'this', 'for', 'the', 'party', 'and', 'any', 'other', 'function', 'too', 'it', 'gives', 'you', 'a', 'shimmery', 'and', 'glowy', 'look']","['use', 'party', 'function', 'gives', 'shimmery', 'glowy', 'look']","['use', 'party', 'function', 'give', 'shimmery', 'glowy', 'look']",use party function give shimmery glowy look
"Amazing odour, keeps lips moisturizing. Good one and cost effective.... don't go for peach",5.0,Nykaa Cosmetics,Nykaa Serial Kisser Lip Balm - Raspberry,amazing odour keeps lips moisturizing good one and cost effective don t go for peach,"['amazing', 'odour', 'keeps', 'lips', 'moisturizing', 'good', 'one', 'and', 'cost', 'effective', 'don', 't', 'go', 'for', 'peach']","['amazing', 'odour', 'keeps', 'lips', 'moisturizing', 'good', 'one', 'cost', 'effective', 'go', 'peach']","['amazing', 'odour', 'keep', 'lip', 'moisturizing', 'good', 'one', 'cost', 'effective', 'go', 'peach']",amazing odour keep lip moisturizing good one cost effective go peach
Its the best for at home hair coloring. Been using it for 3 years now and it has never failed me.,5.0,L'Oreal Paris,L'Oreal Paris Excellence Fashion Highlights Hair Color,its the best for at home hair coloring been using it for years now and it has never failed me,"['its', 'the', 'best', 'for', 'at', 'home', 'hair', 'coloring', 'been', 'using', 'it', 'for', 'years', 'now', 'and', 'it', 'has', 'never', 'failed', 'me']","['best', 'home', 'hair', 'coloring', 'using', 'years', 'never', 'failed']","['best', 'home', 'hair', 'coloring', 'using', 'year', 'never', 'failed']",best home hair coloring using year never failed
Trying this for the first time. But needless to say happy with the product.,5.0,Maybelline New York,Maybelline New York Fashion Brow Duo Shaper,trying this for the first time but needless to say happy with the product,"['trying', 'this', 'for', 'the', 'first', 'time', 'but', 'needless', 'to', 'say', 'happy', 'with', 'the', 'product']","['trying', 'first', 'time', 'needless', 'say', 'happy', 'product']","['trying', 'first', 'time', 'needless', 'say', 'happy', 'product']",trying first time needless say happy product
It is fully sulphate free conditioner..superb quality,3.0,Herbal Essences,"Herbal Essences Aloe & Eucalyptus Shampoo + Aloe & Bamboo Conditioner, No- Sulphates & Paraben",it is fully sulphate free conditioner superb quality,"['it', 'is', 'fully', 'sulphate', 'free', 'conditioner', 'superb', 'quality']","['fully', 'sulphate', 'free', 'conditioner', 'superb', 'quality']","['fully', 'sulphate', 'free', 'conditioner', 'superb', 'quality']",fully sulphate free conditioner superb quality
"I was very excited after this purchase but the shampoo and conditioner has left my hairs dull and lifeless, dry after two weeks of usage.",1.0,Herbal Essences,Herbal Essences Strawberry & Mint Conditioner - For Cleansing & Volume - Paraben Free,i was very excited after this purchase but the shampoo and conditioner has left my hairs dull and lifeless dry after two weeks of usage,"['i', 'was', 'very', 'excited', 'after', 'this', 'purchase', 'but', 'the', 'shampoo', 'and', 'conditioner', 'has', 'left', 'my', 'hairs', 'dull', 'and', 'lifeless', 'dry', 'after', 'two', 'weeks', 'of', 'usage']","['excited', 'purchase', 'shampoo', 'conditioner', 'left', 'hairs', 'dull', 'lifeless', 'dry', 'two', 'weeks', 'usage']","['excited', 'purchase', 'shampoo', 'conditioner', 'left', 'hair', 'dull', 'lifeless', 'dry', 'two', 'week', 'usage']",excited purchase shampoo conditioner left hair dull lifeless dry two week usage
It is very light on skin which gives a matte finish. It absorbs excess oil and has a medium coverage.,4.0,Kay Beauty,Kay Beauty Matte Compact,it is very light on skin which gives a matte finish it absorbs excess oil and has a medium coverage,"['it', 'is', 'very', 'light', 'on', 'skin', 'which', 'gives', 'a', 'matte', 'finish', 'it', 'absorbs', 'excess', 'oil', 'and', 'has', 'a', 'medium', 'coverage']","['light', 'skin', 'gives', 'matte', 'finish', 'absorbs', 'excess', 'oil', 'medium', 'coverage']","['light', 'skin', 'give', 'matte', 'finish', 'absorbs', 'excess', 'oil', 'medium', 'coverage']",light skin give matte finish absorbs excess oil medium coverage
"Shade is pretty ,(a mix of brown + pink +red )and goes well with dusky as well as fair skin tone. The stick was little crooked but fine.",5.0,Nykaa Cosmetics,Nykaa So Matte! Mini Lipstick - 26 M Bon Bon,shade is pretty a mix of brown pink red and goes well with dusky as well as fair skin tone the stick was little crooked but fine,"['shade', 'is', 'pretty', 'a', 'mix', 'of', 'brown', 'pink', 'red', 'and', 'goes', 'well', 'with', 'dusky', 'as', 'well', 'as', 'fair', 'skin', 'tone', 'the', 'stick', 'was', 'little', 'crooked', 'but', 'fine']","['shade', 'pretty', 'mix', 'brown', 'pink', 'red', 'goes', 'well', 'dusky', 'well', 'fair', 'skin', 'tone', 'stick', 'little', 'crooked', 'fine']","['shade', 'pretty', 'mix', 'brown', 'pink', 'red', 'go', 'well', 'dusky', 'well', 'fair', 'skin', 'tone', 'stick', 'little', 'crooked', 'fine']",shade pretty mix brown pink red go well dusky well fair skin tone stick little crooked fine
This shade is amezing beautiful pretty mouve purple color very unique,5.0,Kay Beauty,Kay Beauty Matte Drama Long Stay Lipstick,this shade is amezing beautiful pretty mouve purple color very unique,"['this', 'shade', 'is', 'amezing', 'beautiful', 'pretty', 'mouve', 'purple', 'color', 'very', 'unique']","['shade', 'amezing', 'beautiful', 'pretty', 'mouve', 'purple', 'color', 'unique']","['shade', 'amezing', 'beautiful', 'pretty', 'mouve', 'purple', 'color', 'unique']",shade amezing beautiful pretty mouve purple color unique
Used this after shampoo and the hair had become much smoother and manageable. It has a nice fragrance and the hair become very easy to comb and smooth.,4.0,Herbal Essences,Herbal Essences Aloe & Bamboo Conditioner Soft Smooth Hair- No- Sulphates and Paraben(400gm),used this after shampoo and the hair had become much smoother and manageable it has a nice fragrance and the hair become very easy to comb and smooth,"['used', 'this', 'after', 'shampoo', 'and', 'the', 'hair', 'had', 'become', 'much', 'smoother', 'and', 'manageable', 'it', 'has', 'a', 'nice', 'fragrance', 'and', 'the', 'hair', 'become', 'very', 'easy', 'to', 'comb', 'and', 'smooth']","['used', 'shampoo', 'hair', 'become', 'much', 'smoother', 'manageable', 'nice', 'fragrance', 'hair', 'become', 'easy', 'comb', 'smooth']","['used', 'shampoo', 'hair', 'become', 'much', 'smoother', 'manageable', 'nice', 'fragrance', 'hair', 'become', 'easy', 'comb', 'smooth']",used shampoo hair become much smoother manageable nice fragrance hair become easy comb smooth
"The formula of the lipstick is amazing, the application was super smooth nice product. Worth the money loved it",4.0,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,the formula of the lipstick is amazing the application was super smooth nice product worth the money loved it,"['the', 'formula', 'of', 'the', 'lipstick', 'is', 'amazing', 'the', 'application', 'was', 'super', 'smooth', 'nice', 'product', 'worth', 'the', 'money', 'loved', 'it']","['formula', 'lipstick', 'amazing', 'application', 'super', 'smooth', 'nice', 'product', 'worth', 'money', 'loved']","['formula', 'lipstick', 'amazing', 'application', 'super', 'smooth', 'nice', 'product', 'worth', 'money', 'loved']",formula lipstick amazing application super smooth nice product worth money loved
I used the BB Cream and found it to be of a good quality and liked using it. I will buy and recommend others to buy too.,4.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,i used the bb cream and found it to be of a good quality and liked using it i will buy and recommend others to buy too,"['i', 'used', 'the', 'bb', 'cream', 'and', 'found', 'it', 'to', 'be', 'of', 'a', 'good', 'quality', 'and', 'liked', 'using', 'it', 'i', 'will', 'buy', 'and', 'recommend', 'others', 'to', 'buy', 'too']","['used', 'bb', 'cream', 'found', 'good', 'quality', 'liked', 'using', 'buy', 'recommend', 'others', 'buy']","['used', 'bb', 'cream', 'found', 'good', 'quality', 'liked', 'using', 'buy', 'recommend', 'others', 'buy']",used bb cream found good quality liked using buy recommend others buy
This color is so amazing on my skin.,5.0,NYX Professional Makeup,NYX Professional Makeup Liquid Suede Cream Lipstick,this color is so amazing on my skin,"['this', 'color', 'is', 'so', 'amazing', 'on', 'my', 'skin']","['color', 'amazing', 'skin']","['color', 'amazing', 'skin']",color amazing skin
It’s the product you must try it’s worth,5.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Toffee Chisel 07,it s the product you must try it s worth,"['it', 's', 'the', 'product', 'you', 'must', 'try', 'it', 's', 'worth']","['product', 'must', 'try', 'worth']","['product', 'must', 'try', 'worth']",product must try worth
Love this one,4.0,Kay Beauty,Kay Beauty Matte Action Lip Liner,love this one,"['love', 'this', 'one']","['love', 'one']","['love', 'one']",love one
i got this stick in shade “coco focus” and honestly its pretty good for the price. it doesn’t blend as effortlessly and requires multiple applications for it to be visible but all in all it’s satisfactory.,4.0,Kay Beauty,Kay Beauty Contour Stick,i got this stick in shade coco focus and honestly its pretty good for the price it doesn t blend as effortlessly and requires multiple applications for it to be visible but all in all it s satisfactory,"['i', 'got', 'this', 'stick', 'in', 'shade', 'coco', 'focus', 'and', 'honestly', 'its', 'pretty', 'good', 'for', 'the', 'price', 'it', 'doesn', 't', 'blend', 'as', 'effortlessly', 'and', 'requires', 'multiple', 'applications', 'for', 'it', 'to', 'be', 'visible', 'but', 'all', 'in', 'all', 'it', 's', 'satisfactory']","['got', 'stick', 'shade', 'coco', 'focus', 'honestly', 'pretty', 'good', 'price', 'blend', 'effortlessly', 'requires', 'multiple', 'applications', 'visible', 'satisfactory']","['got', 'stick', 'shade', 'coco', 'focus', 'honestly', 'pretty', 'good', 'price', 'blend', 'effortlessly', 'requires', 'multiple', 'application', 'visible', 'satisfactory']",got stick shade coco focus honestly pretty good price blend effortlessly requires multiple application visible satisfactory
"The best shampoo used till date, it beats most of the high end ones, super hydrating, smells really good and makes your hair look and feel so good",5.0,Herbal Essences,Herbal Essences Argan Oil Of Morocco Conditioner - For Frizz Free Hair - Paraben Free,the best shampoo used till date it beats most of the high end ones super hydrating smells really good and makes your hair look and feel so good,"['the', 'best', 'shampoo', 'used', 'till', 'date', 'it', 'beats', 'most', 'of', 'the', 'high', 'end', 'ones', 'super', 'hydrating', 'smells', 'really', 'good', 'and', 'makes', 'your', 'hair', 'look', 'and', 'feel', 'so', 'good']","['best', 'shampoo', 'used', 'till', 'date', 'beats', 'high', 'end', 'ones', 'super', 'hydrating', 'smells', 'really', 'good', 'makes', 'hair', 'look', 'feel', 'good']","['best', 'shampoo', 'used', 'till', 'date', 'beat', 'high', 'end', 'one', 'super', 'hydrating', 'smell', 'really', 'good', 'make', 'hair', 'look', 'feel', 'good']",best shampoo used till date beat high end one super hydrating smell really good make hair look feel good
The best in everything always. Lakmé never disappoints,5.0,Lakme,Lakme True Wear Nail Color,the best in everything always lakm never disappoints,"['the', 'best', 'in', 'everything', 'always', 'lakm', 'never', 'disappoints']","['best', 'everything', 'always', 'lakm', 'never', 'disappoints']","['best', 'everything', 'always', 'lakm', 'never', 'disappoints']",best everything always lakm never disappoints
"In love with this shade rom com.... Smooth, creamy crayon... Will buy other options too?",5.0,Kay Beauty,Kay Beauty Matteinee Matte Lip Crayon Lipstick,in love with this shade rom com smooth creamy crayon will buy other options too,"['in', 'love', 'with', 'this', 'shade', 'rom', 'com', 'smooth', 'creamy', 'crayon', 'will', 'buy', 'other', 'options', 'too']","['love', 'shade', 'rom', 'com', 'smooth', 'creamy', 'crayon', 'buy', 'options']","['love', 'shade', 'rom', 'com', 'smooth', 'creamy', 'crayon', 'buy', 'option']",love shade rom com smooth creamy crayon buy option
